"Lista de Produtos","FLORA LOJA DE CONV. ARARAQUARA LTDA","Código","Código Rápido","Descrição	","Estrutura Mercadológica	","Fator de Conversão","CEST","NCM","Cód. SPED","Preço Venda	","Custo Médio","Unid. Venda","Unid. Compra","24749893",,"ABR - BIS XTRA MDLZ 3 POR 9,99","BOMBONIERE/CHOCOLATES/PROMO",1,,,"24749893","9,99","0,0000","UNIDADE","UNIDADE","Situação Tributária","Imposto","Percent./Valor","Quantidade",,,,,,"24749893","ABR - BIS XTRA MDLZ 3 POR 9,99",1,,,"UNIDADE","UNIDADE","Filtros de Pesquisa","
Status do produto: Somente ativos
Estrutura mercadológica filtrada: SIM",20/05/2024,15:57:13,"Página -1 de 1"
"Lista de Produtos","FLORA LOJA DE CONV. ARARAQUARA LTDA","Código","Código Rápido","Descrição	","Estrutura Mercadológica	","Fator de Conversão","CEST","NCM","Cód. SPED","Preço Venda	","Custo Médio","Unid. Venda","Unid. Compra","24749954",,"ABR - BUDWEISER 330ML 1 POR 6,49","BEBIDAS ALCOOLICAS/CERVEJAS/PROMO",1,,,"24749954","6,49","0,0000","UNIDADE","UNIDADE","Situação Tributária","Imposto","Percent./Valor","Quantidade",,,,,,"24749954","ABR - BUDWEISER 330ML 1 POR 6,49",1,,,"UNIDADE","UNIDADE","Filtros de Pesquisa","
Status do produto: Somente ativos
Estrutura mercadológica filtrada: SIM",20/05/2024,15:57:13,"Página -1 de 1"
"Lista de Produtos","FLORA LOJA DE CONV. ARARAQUARA LTDA","Código","Código Rápido","Descrição	","Estrutura Mercadológica	","Fator de Conversão","CEST","NCM","Cód. SPED","Preço Venda	","Custo Médio","Unid. Venda","Unid. Compra","24749961",,"ABR - BUDWEISER 330ML 3 POR 5,99 CADA","BEBIDAS ALCOOLICAS/CERVEJAS/PROMO",1,,,"24749961","17,97","0,0000","UNIDADE","UNIDADE","Situação Tributária","Imposto","Percent./Valor","Quantidade",,,,,,"24749961","ABR - BUDWEISER 330ML 3 POR 5,99 CADA",1,,,"UNIDADE","UNIDADE","Filtros de Pesquisa","
Status do produto: Somente ativos
Estrutura mercadológica filtrada: SIM",20/05/2024,15:57:13,"Página -1 de 1"
"Lista de Produtos","FLORA LOJA DE CONV. ARARAQUARA LTDA","Código","Código Rápido","Descrição	","Estrutura Mercadológica	","Fator de Conversão","CEST","NCM","Cód. SPED","Preço Venda	","Custo Médio","Unid. Venda","Unid. Compra","24749978",,"ABR - BUDWEISER 330ML 6 POR 4,99 CADA","BEBIDAS ALCOOLICAS/CERVEJAS/PROMO",1,,,"24749978","29,94","0,0000","UNIDADE","UNIDADE","Situação Tributária","Imposto","Percent./Valor","Quantidade",,,,,,"24749978","ABR - BUDWEISER 330ML 6 POR 4,99 CADA",1,,,"UNIDADE","UNIDADE","Filtros de Pesquisa","
Status do produto: Somente ativos
Estrutura mercadológica filtrada: SIM",20/05/2024,15:57:13,"Página -1 de 1"
"Lista de Produtos","FLORA LOJA DE CONV. ARARAQUARA LTDA","Código","Código Rápido","Descrição	","Estrutura Mercadológica	","Fator de Conversão","CEST","NCM","Cód. SPED","Preço Venda	","Custo Médio","Unid. Venda","Unid. Compra","24749787",,"ABR - PETRA 350ML LT 1 POR 3,99","BEBIDAS ALCOOLICAS/CERVEJAS/PROMO",1,,,"24749787","3,99",,"UNIDADE","UNIDADE","Situação Tributária","Imposto","Percent./Valor","Quantidade",,,,,,"24749787","ABR - PETRA 350ML LT 1 POR 3,99",1,,,"UNIDADE","UNIDADE","Filtros de Pesquisa","
Status do produto: Somente ativos
Estrutura mercadológica filtrada: SIM",20/05/2024,15:57:13,"Página -1 de 1"
"Lista de Produtos","FLORA LOJA DE CONV. ARARAQUARA LTDA","Código","Código Rápido","Descrição	","Estrutura Mercadológica	","Fator de Conversão","CEST","NCM","Cód. SPED","Preço Venda	","Custo Médio","Unid. Venda","Unid. Compra","24749794",,"ABR - PETRA 350ML LT 3 POR 3,79 CADA","BEBIDAS ALCOOLICAS/CERVEJAS/PROMO",1,,,"24749794","11,37","0,0000","UNIDADE","UNIDADE","Situação Tributária","Imposto","Percent./Valor","Quantidade",,,,,,"24749794","ABR - PETRA 350ML LT 3 POR 3,79 CADA",1,,,"UNIDADE","UNIDADE","Filtros de Pesquisa","
Status do produto: Somente ativos
Estrutura mercadológica filtrada: SIM",20/05/2024,15:57:13,"Página -1 de 1"
"Lista de Produtos","FLORA LOJA DE CONV. ARARAQUARA LTDA","Código","Código Rápido","Descrição	","Estrutura Mercadológica	","Fator de Conversão","CEST","NCM","Cód. SPED","Preço Venda	","Custo Médio","Unid. Venda","Unid. Compra","24749800",,"ABR - PETRA 350ML LT 6 POR 3,59 CADA","BEBIDAS ALCOOLICAS/CERVEJAS/PROMO",1,,,"24749800","21,54",,"UNIDADE","UNIDADE","Situação Tributária","Imposto","Percent./Valor","Quantidade",,,,,,"24749800","ABR - PETRA 350ML LT 6 POR 3,59 CADA",1,,,"UNIDADE","UNIDADE","Filtros de Pesquisa","
Status do produto: Somente ativos
Estrutura mercadológica filtrada: SIM",20/05/2024,15:57:13,"Página -1 de 1"
"Lista de Produtos","FLORA LOJA DE CONV. ARARAQUARA LTDA","Código","Código Rápido","Descrição	","Estrutura Mercadológica	","Fator de Conversão","CEST","NCM","Cód. SPED","Preço Venda	","Custo Médio","Unid. Venda","Unid. Compra","24749817",,"ABR - PETRA LN 330ML 1 POR 4,49","BEBIDAS ALCOOLICAS/CERVEJAS/PROMO",1,,,"24749817","4,49",,"UNIDADE","UNIDADE","Situação Tributária","Imposto","Percent./Valor","Quantidade",,,,,,"24749817","ABR - PETRA LN 330ML 1 POR 4,49",1,,,"UNIDADE","UNIDADE","Filtros de Pesquisa","
Status do produto: Somente ativos
Estrutura mercadológica filtrada: SIM",20/05/2024,15:57:13,"Página -1 de 1"
"Lista de Produtos","FLORA LOJA DE CONV. ARARAQUARA LTDA","Código","Código Rápido","Descrição	","Estrutura Mercadológica	","Fator de Conversão","CEST","NCM","Cód. SPED","Preço Venda	","Custo Médio","Unid. Venda","Unid. Compra","24749824",,"ABR - PETRA LN 330ML 3 POR 4,29 CADA","BEBIDAS ALCOOLICAS/CERVEJAS/PROMO",1,,,"24749824","12,87",,"UNIDADE","UNIDADE","Situação Tributária","Imposto","Percent./Valor","Quantidade",,,,,,"24749824","ABR - PETRA LN 330ML 3 POR 4,29 CADA",1,,,"UNIDADE","UNIDADE","Filtros de Pesquisa","
Status do produto: Somente ativos
Estrutura mercadológica filtrada: SIM",20/05/2024,15:57:13,"Página -1 de 1"
"Lista de Produtos","FLORA LOJA DE CONV. ARARAQUARA LTDA","Código","Código Rápido","Descrição	","Estrutura Mercadológica	","Fator de Conversão","CEST","NCM","Cód. SPED","Preço Venda	","Custo Médio","Unid. Venda","Unid. Compra","24749831",,"ABR - PETRA LN 330ML 6 POR 3,99 CADA","BEBIDAS ALCOOLICAS/CERVEJAS/LONG NECK 355ML",1,,,"24749831","23,94",,"UNIDADE","UNIDADE","Situação Tributária","Imposto","Percent./Valor","Quantidade",,,,,,"24749831","ABR - PETRA LN 330ML 6 POR 3,99 CADA",1,,,"UNIDADE","UNIDADE","Filtros de Pesquisa","
Status do produto: Somente ativos
Estrutura mercadológica filtrada: SIM",20/05/2024,15:57:13,"Página -1 de 1"
